Category,precision,recall,f1-score,accuracy
0,0.6590909090909091,0.6444444444444445,0.651685393258427,0.64
1,0.3333333333333333,0.17391304347826086,0.22857142857142854,0.17
2,0.15384615384615385,0.24,0.18750000000000003,0.24
3,0.5263157894736842,0.37037037037037035,0.43478260869565216,0.37
4,0.64,0.7272727272727273,0.6808510638297872,0.73
5,0.6296296296296297,0.5862068965517241,0.6071428571428571,0.59
6,0.4411764705882353,0.42857142857142855,0.43478260869565216,0.43
7,0.3333333333333333,0.32142857142857145,0.32727272727272727,0.32
8,0.21212121212121213,0.25925925925925924,0.23333333333333334,0.26
9,0.6756756756756757,0.5813953488372093,0.6250000000000001,0.58
10,0.639344262295082,0.7647058823529411,0.6964285714285714,0.76
11,0.35526315789473684,0.32926829268292684,0.3417721518987342,0.33
12,0.7083333333333334,0.7727272727272727,0.7391304347826088,0.77
13,0.680327868852459,0.6058394160583942,0.640926640926641,0.61
14,0.9375,0.7317073170731707,0.821917808219178,0.73
15,0.725,0.47540983606557374,0.5742574257425742,0.48
16,0.7058823529411765,0.5217391304347826,0.6,0.52
17,0.6712328767123288,0.6805555555555556,0.6758620689655173,0.68
18,0.5185185185185185,0.6363636363636364,0.5714285714285714,0.64
19,0.8111111111111111,0.7156862745098039,0.7604166666666667,0.72
20,0.8285714285714286,0.7631578947368421,0.7945205479452055,0.76
21,0.10344827586206896,0.09375,0.09836065573770493,0.09
22,0.7866666666666666,0.6413043478260869,0.7065868263473053,0.64
23,0.6818181818181818,0.8108108108108109,0.7407407407407407,0.81
24,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.57
25,0.1864406779661017,0.22,0.20183486238532108,0.22
26,0.6727272727272727,0.6166666666666667,0.6434782608695652,0.62
27,0.45614035087719296,0.52,0.48598130841121495,0.52
28,0.43137254901960786,0.44,0.4356435643564357,0.44
29,0.8333333333333334,0.7407407407407407,0.7843137254901961,0.74
30,0.4888888888888889,0.5116279069767442,0.5,0.51
31,0.8636363636363636,0.8260869565217391,0.8444444444444444,0.83
32,0.875,0.7777777777777778,0.823529411764706,0.78
33,0.6190476190476191,0.65,0.6341463414634146,0.65
34,0.41975308641975306,0.4444444444444444,0.4317460317460317,0.44
35,0.62,0.7045454545454546,0.6595744680851063,0.7
36,0.671875,0.8775510204081632,0.7610619469026548,0.88
37,0.875,0.56,0.6829268292682927,0.56
38,0.8148148148148148,0.8461538461538461,0.830188679245283,0.85
39,0.5244755244755245,0.8064516129032258,0.6355932203389831,0.81
